,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,REGION,CCBASIC,CCUGPROF,CCSIZSET,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATVRMID,SATMT25,SATMT75,SATMTMID,SATWR25,SATWR75,SATWRMID,ACTCM25,ACTEN25,ACTMT25,ACTWR25,ACTCM75,ACTEN75,ACTMT75,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,PCIP11,PCIP14,PCIP15,PCIP26,PCIP27,PCIP40,PCIP41,CIP11BACHL,CIP14BACHL,CIP15BACHL,CIP26BACHL,CIP27BACHL,CIP40BACHL,CIP41BACHL,UGDS,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,PFTFAC,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,DEP_INC_AVG,IND_INC_AVG,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FEMALE_RPY_3YR_N,MALE_RPY_3YR_N,MALE_RPY_5YR_N,FEMALE_RPY_5YR_N,MALE_RPY_7YR_N,FEMALE_RPY_7YR_N,FEMALE,UGDS_MEN,UGDS_WOMEN
4031,Ripon College,Ripon,WI,54971-0248,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,3,2,3,21.0,12.0,8.0,,0.6612,450.0,640.0,545.0,500.0,620.0,560.0,,,,21.0,21.0,21.0,,27.0,27.0,27.0,,24.0,24.0,24.0,,1105.0,0.0102,0.0,0.0,0.1122,0.0051,0.0765,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,781.0,44759.0,,36514.0,36514.0,6914.0,0.7765,0.6895,,0.6829999999999999,,0.7778,0.8,0.7273,0.5,PrivacySuppressed,PrivacySuppressed,26325,25375,237,219,202,229,181,172,0.5157068063,0.4968,0.5032
4032,Sacred Heart Seminary and School of Theology,Franklin,WI,53132,Commission on Accrediting of the Association of Theological Schools,1,4,4,2,3,24.0,0.0,18.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,6831.0,0.6316,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,
4033,Saint Norbert College,De Pere,WI,54115-2099,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,21.0,14.0,11.0,30.0,0.7769,510.0,610.0,560.0,500.0,610.0,555.0,,,,22.0,21.0,21.0,7.0,27.0,27.0,27.0,8.0,25.0,24.0,24.0,8.0,1125.0,0.0223,0.0,0.0,0.0633,0.0037,0.0242,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2052.0,43248.0,,34237.0,34237.0,6857.0,0.7821,0.733,,0.7170000000000001,,0.7433,0.1667,0.6875,0.5,96624.052574,9552.1176471,23977,22500,472,368,375,442,296,399,0.5559139785,0.4347,0.5653
4034,Silver Lake College of the Holy Family,Manitowoc,WI,54220-9319,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,22.0,7.0,7.0,30.0,0.4722,,,,,,,,,,,,,,,,,,,,,,,0.0303,0.0,0.0,0.0455,0.0152,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,284.0,37044.0,,25320.0,25320.0,4163.0,0.314,0.4,,0.3968,,0.4783,0.0,0.5,0.0,49512.970588,23571.391304,19173.5,22845,186,67,48,189,38,187,0.6486486486,0.3275,0.6725
4035,State College of Beauty Culture Inc,Wausau,WI,54403,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,18041.0,,,,,,0.7407,,0.6727,,,,,52335.964286,15313.242424,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0435,0.9565
4036,Southwest Wisconsin Technical College,Fennimore,WI,53809-9778,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0434,0.0,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,12651.0,,4164.0,6114.0,6911.0,0.8148,,0.5111,,0.5211,,,,,51953.597293,24652.660287,5500,5250,555,457,385,538,353,468,0.556987116,0.4121,0.5879
4037,Bryant & Stratton College-Milwaukee,Milwaukee,WI,53203-2608,Middle States Commission on Higher Education,18,2,3,3,3,14.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,20635.0,,16328.0,16328.0,4821.0,0.2097,0.1437,,0.1417,,0.4286,0.1189,0.25,0.0,30145.070272,16863.496418,9860.5,8522,15474,4164,3693,11739,2441,8476,0.8029908081,0.2517,0.7483
4038,University of Wisconsin Colleges,Madison,WI,53708-8680,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,3,1,3,11.0,2.0,4.0,,0.998,,,,,,,,,,18.0,16.0,17.0,6.0,23.0,23.0,23.0,8.0,21.0,20.0,20.0,7.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10950.0,12734.0,,5148.0,12132.0,5633.0,0.5147,,0.2321,,0.2287,,,,,59189.297872,24071.22782,5815,5500,3760,3136,2665,3188,2098,2622,0.5558461538,0.4816,0.5184
4039,Viterbo University,La Crosse,WI,54601-8804,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,18.0,9.0,10.0,30.0,0.6615,550.0,640.0,595.0,490.0,520.0,505.0,,,,21.0,20.0,20.0,,26.0,25.0,26.0,,24.0,23.0,23.0,,1090.0,0.0,0.0,0.0,0.0327,0.0122,0.0082,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1852.0,34867.0,,25050.0,25050.0,6197.0,0.4,0.5111,,0.4987,,0.5228,0.25,0.375,0.625,85608.234043,40986.557047,21921,20000,915,324,283,752,249,717,0.7782426778,0.2489,0.7511
4040,Chippewa Valley Technical College,Eau Claire,WI,54701-6162,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0658,0.0,0.0289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4197.0,13605.0,,4159.0,6085.0,7710.0,0.5341,,0.3591,,0.3381,,,,,58515.165455,24403.20684,9254,8000,2269,1736,1447,1851,1177,1790,0.5330090341,0.411,0.589
4041,Waukesha County Technical College,Pewaukee,WI,53072-4601,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0411,0.0,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4889.0,13457.0,,4250.0,6078.0,9106.0,0.2422,,0.3435,,0.3422,,,,,59280.588816,24397.63242,9500,8257,1541,1269,875,1044,521,732,0.5494159928,0.5273,0.4727
4042,Western Technical College,La Crosse,WI,54601,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0232,0.0,0.0426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4044.0,13768.0,,3779.0,6050.0,7385.0,0.2294,,0.2655,,0.2918,,,,,57803.071856,21736.162245,8250,6333,1607,1239,1084,1352,851,1215,0.5380587998,0.4318,0.5682
4043,University of Wisconsin-Whitewater,Whitewater,WI,53190-1790,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,18.0,13.0,16.0,,0.805,410.0,550.0,480.0,490.0,590.0,540.0,410.0,510.0,460.0,20.0,19.0,19.0,6.0,25.0,25.0,25.0,8.0,23.0,22.0,22.0,7.0,1050.0,0.012,0.0,0.0221,0.0412,0.0151,0.0146,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,10614.0,17195.0,,7637.0,15710.0,7244.0,0.8066,0.5997,,0.5878,,0.635,0.2787,0.4828,0.5,83228.983008,25485.494382,19092,18000,2187,2118,1807,1875,1533,1816,0.5189594356,0.5059,0.4941
4044,Wisconsin Indianhead Technical College,Shell Lake,WI,54871-8727,North Central Association of Colleges and Schools The Higher Learning Commission,1,1,2,1,3,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0529,0.0,0.0107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.0,13757.0,,4545.0,6598.0,7570.0,0.4352,,0.5905,,0.5475,,,,,54052.630695,26998.250299,5500,5500,1288,902,821,1109,634,1034,0.580587178,0.3999,0.6001
4045,Wisconsin School of Professional Psychology,Milwaukee,WI,53225-4960,North Central Association of Colleges and Schools The Higher Learning Commission,1,4,4,2,3,26.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,4245.0,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,,,,,,,,,
4046,Paul Mitchell the School-Green Bay,De Pere,WI,54115,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,3,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,,13872.0,,,,,,0.7333,,0.7728,,,,,50340.075269,12242.45122,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8285714286,0.0724,0.9276
4047,University of Wisconsin-Eau Claire,Eau Claire,WI,54701,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,19.0,14.0,13.0,,0.852,,,,,,,,,,22.0,21.0,21.0,7.0,26.0,26.0,26.0,8.0,24.0,24.0,24.0,8.0,1110.0,0.0172,0.0,0.0,0.0568,0.0265,0.0428,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9844.0,18683.0,,8822.0,16395.0,7303.0,0.887,0.6458,,0.6642,,0.655,0.5714,0.5,0.6232,88423.000857,26194.409677,17159.5,17500,2523,1613,1521,2207,1254,1880,0.6259181532,0.3946,0.6054
4048,University of Wisconsin-Green Bay,Green Bay,WI,54311-7001,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,20.0,9.0,13.0,,0.847,,,,,,,,,,21.0,20.0,20.0,6.0,25.0,25.0,26.0,8.0,23.0,23.0,23.0,7.0,1070.0,0.0228,0.0,0.0,0.022,0.0079,0.0094,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5502.0,17225.0,,7824.0,15397.0,6687.0,0.7018,0.4571,,0.4811,,0.4688,0.2727,0.3333,0.3571,74593.453026,32966.195065,14582.5,15000,1975,1006,785,1715,686,1385,0.6879350348,0.3317,0.6683
4049,University of Wisconsin-La Crosse,La Crosse,WI,54601-9959,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,18.0,15.0,16.0,,0.8,,,,,,,,,,23.0,21.0,22.0,7.0,26.0,27.0,27.0,8.0,25.0,24.0,25.0,8.0,1130.0,0.0193,0.0,0.0,0.1425,0.0178,0.0204,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9462.0,17956.0,,8832.0,16783.0,6834.0,0.8905,0.6835,,0.6835,,0.7052,0.0909,0.6111,0.413,89512.267132,23652.931707,19000,17722.5,1880,1264,1217,1716,978,1408,0.5800742221,0.4391,0.5609
4050,Wisconsin Lutheran College,Milwaukee,WI,53226-4699,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,2,3,21.0,13.0,11.0,33.0,0.9183,435.0,600.0,518.0,495.0,585.0,540.0,,,,21.0,20.0,20.0,,27.0,27.0,26.0,,24.0,24.0,23.0,,1101.0,0.0127,0.0,0.0,0.0928,0.0338,0.0042,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1056.0,37044.0,,27040.0,27040.0,6104.0,0.961,0.6238,,0.6188,,0.6477,0.125,0.4444,0.3333,84635.186837,40596.057851,18992,18853,219,176,148,195,114,179,0.5574324324,0.447,0.5529999999999999
4051,University of Wisconsin-Oshkosh,Oshkosh,WI,54901,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,18.0,13.0,16.0,,0.8149,,,,,,,,,,20.0,19.0,19.0,,24.0,24.0,25.0,,22.0,22.0,22.0,,1030.0,0.022,0.0,0.0,0.0401,0.0098,0.0195,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9955.0,17585.0,,7487.0,15060.0,7091.0,0.7159,0.5091,,0.5259,,0.5369,0.2174,0.2308,0.2157,77901.956744,30116.588771,16657.5,16500,2746,1853,1661,2583,1398,2226,0.6080742227,0.425,0.575
4052,University of Wisconsin-Parkside,Kenosha,WI,53141-2000,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,21.0,9.0,12.0,,0.8159,,,,,,,,,,18.0,16.0,17.0,6.0,23.0,23.0,23.0,8.0,21.0,20.0,20.0,7.0,970.0,0.0315,0.0,0.0,0.0716,0.0129,0.0301,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4158.0,15048.0,,7341.0,15330.0,6274.0,0.7489,0.3312,,0.3183,,0.3555,0.2143,0.3176,0.3571,67708.990777,21050.973635,13850,12500,1277,1037,924,1232,836,1104,0.5695461201,0.475,0.525
4053,Herzing University-Madison,Madison,WI,53718,North Central Association of Colleges and Schools The Higher Learning Commission,11,1,4,3,3,23.0,5.0,9.0,,0.9259,,,,,,,,,,,,,,,,,,,,,,,0.076,0.0,0.0042,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2366.0,27771.0,,13090.0,13090.0,6193.0,0.1077,0.3709,,0.3934,,0.3707,0.0909,0.6,0.5714,41936.911338,21984.718306,11332,9500,6961,1721,988,3368,542,1338,0.8160972785,0.2232,0.7768
4054,University of Wisconsin-Stout,Menomonie,WI,54751,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,18.0,13.0,13.0,,0.9305,,,,,,,,,,20.0,18.0,18.0,,24.0,24.0,25.0,,22.0,21.0,22.0,,1030.0,0.0574,0.0437,0.0801,0.0,0.0185,0.0,0.0191,2.0,1.0,1.0,0.0,1.0,0.0,1.0,8220.0,18707.0,,9203.0,16949.0,6754.0,0.701,0.5728,,0.5514,,0.5842,0.4286,0.2857,0.5366,85682.292069,32913.530017,19500,16405.5,1984,2011,1728,1753,1518,1561,0.4860752225,0.5448,0.4552
4055,University of Wisconsin-Superior,Superior,WI,54880-4500,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,20.0,13.0,10.0,,0.9404,,,,,,,,,,19.0,17.0,17.0,6.0,23.0,23.0,24.0,8.0,21.0,20.0,21.0,7.0,990.0,0.0061,0.0,0.0,0.0548,0.0081,0.0081,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2268.0,17007.0,,8036.0,15609.0,6271.0,0.7975,0.4038,,0.4168,,0.4141,0.5,0.6,0.0,70373.359661,28788.131519,15000,15000,896,641,595,812,493,718,0.66,0.3902,0.6098
4056,University of Wisconsin-Madison,Madison,WI,53706-1380,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,15.0,14.0,16.0,,0.5761,560.0,660.0,610.0,630.0,750.0,690.0,590.0,690.0,640.0,27.0,26.0,26.0,8.0,31.0,32.0,31.0,9.0,29.0,29.0,29.0,9.0,1300.0,0.0235,0.1177,0.0,0.1355,0.019,0.0213,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,29579.0,24315.0,,10415.0,29665.0,11265.0,0.8271,0.8495,,0.8431,,0.866,0.7353,0.7985,0.8012,108081.95125,21137.69863,20500,19685,3870,3298,3020,3680,2639,3281,0.5270449521,0.491,0.509
4057,University of Wisconsin-Milwaukee,Milwaukee,WI,53201-0413,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,16.0,13.0,15.0,,0.8578,,,,,,,,,,20.0,19.0,18.0,6.0,25.0,25.0,25.0,8.0,23.0,22.0,22.0,7.0,1050.0,0.0445,0.0597,0.0,0.038,0.0054,0.0095,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,20921.0,20825.0,,9429.0,19603.0,8196.0,0.6992,0.4076,,0.4212,,0.4372,0.171,0.297,0.3947,74240.962978,22766.255383,15535,16100,6412,5544,4651,5509,3891,4968,0.5673473597,0.4914,0.5086
4058,University of Wisconsin-Platteville,Platteville,WI,53818-3001,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,18.0,13.0,13.0,,0.9431,,,,,,,,,,21.0,19.0,21.0,,26.0,25.0,27.0,,24.0,22.0,24.0,,1090.0,0.0218,0.2365,0.0751,0.0596,0.0077,0.0105,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7785.0,17908.0,,7488.0,15338.0,6421.0,0.8220000000000001,0.5402,,0.5285,,0.5649,0.1136,0.4,0.2222,81680.219041,27425.881029,17446.5,15982,1263,1938,1548,1023,1296,901,0.3694041868,0.6619,0.3381
4059,University of Wisconsin-River Falls,River Falls,WI,54022-5001,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,19.0,13.0,13.0,,0.8978,,,,,,,,,,20.0,18.0,19.0,6.0,25.0,24.0,25.0,8.0,23.0,21.0,22.0,7.0,1050.0,0.0301,0.0,0.0,0.078,0.0187,0.035,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5286.0,17309.0,,7937.0,15510.0,7320.0,0.6459,0.5713,,0.557,,0.5873,0.2143,0.4762,0.4242,82086.626585,28401.423948,16500,15440,1726,1337,1024,1531,934,1366,0.623461854,0.3931,0.6069
4060,University of Wisconsin-Stevens Point,Stevens Point,WI,54481-3897,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,3,19.0,13.0,13.0,,0.9007,,,,,,,,,,20.0,19.0,19.0,6.0,25.0,24.0,25.0,8.0,23.0,22.0,22.0,7.0,1050.0,0.0253,0.0048,0.0,0.1008,0.0106,0.018000000000000002,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8733.0,16709.0,,7672.0,15939.0,6658.0,0.8094,0.6366,,0.6194,,0.6541,0.3125,0.5,0.5714,74926.601762,20327,17750,16495,2059,1702,1554,1837,1378,1623,0.520688769,0.4786,0.5214
4061,Casper College,Casper,WY,82601-4699,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,7,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0119,0.008,0.057,0.0146,0.0053,0.0106,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2429.0,11688.0,,2640.0,6624.0,7059.0,0.5135,,0.3226,,0.3024,,,,,52301.246241,26707.169165,6000,5500,585,368,324,460,285,517,0.6306306306,0.3895,0.6105
4062,Central Wyoming College,Riverton,WY,82501,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,7,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0031,0.0062,0.1327,0.0278,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0,10814.0,,2712.0,6696.0,6065.0,1.0,,0.2609,,0.2536,,,,,50536.965217,19413.102564,5476.5,5600,322,206,178,285,126,254,0.6034482759,0.4034,0.5966
4063,Eastern Wyoming College,Torrington,WY,82240-1699,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,7,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,12101.0,,2568.0,6552.0,5803.0,1.0,,0.33,,0.3022,,,,,50009.315271,23663.077519,5500,4833,219,109,100,168,80,149,0.6656626506,0.4037,0.5963
4064,Laramie County Community College,Cheyenne,WY,82007-3299,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,7,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.027000000000000003,0.0012,0.027000000000000003,0.0047,0.0035,0.0,0.0363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038.0,10320.0,,3144.0,7128.0,6092.0,1.0,,0.2197,,0.2248,,,,,58794.607769,25839.587845,6498,5500,753,425,312,598,259,598,0.6165590135,0.3897,0.6103
4065,Northwest College,Powell,WY,82435,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,7,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0457,0.0335,0.0091,0.0305,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.0,11433.0,,2789.0,6773.0,6801.0,0.95,,0.2976,,0.3295,,,,,51540.81982,22299.294416,5500,5500,324,274,240,334,200,317,0.5709828393,0.4206,0.5794
4066,Sheridan College,Sheridan,WY,82801,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,7,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0119,0.0053,0.0448,0.0132,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948.0,13588.0,,2952.0,6936.0,6134.0,0.9697,,0.301,,0.2951,,,,,57876.449248,27323.341719,5500,5500,371,209,181,321,119,296,0.603567889,0.4317,0.5683
4067,Western Wyoming Community College,Rock Springs,WY,82901,North Central Association of Colleges and Schools The Higher Learning Commission,1,2,2,1,7,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0469,0.0188,0.0375,0.0206,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0,11733.0,,2424.0,6408.0,6413.0,1.0,,0.3813,,0.4508,,,,,62138.879908,28919.272506,4500,4500,475,256,212,357,127,312,0.5853080569,0.4216,0.5784
4068,Cheeks International Academy of Beauty Culture-Cheyenne,Cheyenne,WY,82001-4413,National Accrediting Commission of Career Arts and Sciences,3,1,1,3,7,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,12790.0,,,,,,0.875,,0.8383,,,,,55006.470588,15449.706422,PrivacySuppressed,PrivacySuppressed,201,14,11,208,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0,1.0
4069,Wyotech-Laramie,Laramie,WY,82070,Accrediting Commission of Career Schools and Colleges,2,1,2,2,7,10.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,,33094.0,,,6735.0,,,0.7783,,0.7776,,,,,60626.455078,18468.692708,9621.5,8689,271,5853,6680,230,5717,191,0.055,0.9524,0.0476
4070,University of Wyoming,Laramie,WY,82071,North Central Association of Colleges and Schools The Higher Learning Commission,1,3,4,1,7,16.0,15.0,15.0,,0.9566,480.0,615.0,548.0,490.0,620.0,555.0,,,,22.0,21.0,21.0,,27.0,27.0,27.0,,25.0,24.0,24.0,,1122.0,0.0123,0.0967,0.002,0.077,0.0113,0.0321,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,9842.0,18691.0,,4892.0,15632.0,9564.0,0.9354,0.5548,,0.5472,,0.568,0.25,0.4583,0.6154,82137.840621,27379.181818,12070,12000,1867,1548,1373,1743,1429,1660,0.5395460798,0.4862,0.5138
4071,American Samoa Community College,Pago Pago,AS,96799-2609,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,2,3,1,9,4.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,7526.0,,3550.0,3850.0,3083.0,1.0,0.2915,,0.2788,,0.0,,,,18582.280199,6703.675,PrivacySuppressed,PrivacySuppressed,,,,,,,0.6206115515,0.3268,0.6732
4072,Guam Community College,Mangilao,GU,96913,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,2,2,1,9,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0461,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,12639.0,,3414.0,4614.0,5852.0,0.6647,,0.1347,,0.1114,,,,,26014.978208,13434.020362,PrivacySuppressed,PrivacySuppressed,,,,,,,0.5788643533,0.4325,0.5675
4073,University of Guam,Mangilao,GU,96923,Western Association of Schools and Colleges Senior Colleges and University Commission,1,3,4,1,9,20.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0331,0.0,0.0,0.0486,0.0132,0.0066,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3647.0,13450.0,,5338.0,12058.0,7674.0,0.5895,0.2708,,0.2801,,0.25,0.0,0.3333,0.3405,40574.84894,15383.368932,14750,15136.5,449,217,174,432,299,621,0.5912560722,0.4384,0.5616
4074,Northern Marianas College,Saipan,MP,96950-1250,Western Association of Schools and Colleges Senior Colleges and University Commission,1,2,3,1,9,23.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.0,7638.0,,2820.0,5100.0,4188.0,0.6977,0.1705,,0.1481,,0.6667,,,0.2766,21509.191176,11763.753731,PrivacySuppressed,PrivacySuppressed,,,,,,,0.5549597855,0.3868,0.6132
4075,Institute of Beauty Careers,Arecibo,PR,00613,National Accrediting Commission of Career Arts and Sciences,1,1,1,3,9,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,,11934.0,,,,,,0.5306,,0.535,,,,,7061.2344398,3878.1888889,PrivacySuppressed,PrivacySuppressed,,,,,PrivacySuppressed,PrivacySuppressed,0.6276595745,0.2837,0.7163
4076,Educational Technical College-Recinto de Bayamon,Bayamon,PR,00959,Accrediting Commission of Career Schools and Colleges,3,1,1,3,9,-3.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,,10455.0,,,,,,0.1705,,0.2375,,,,,7292.7491525,2887.0763984,PrivacySuppressed,PrivacySuppressed,,,,,,,0.7301587302,0.3341,0.6659
4077,American University of Puerto Rico,Bayamon,PR,00960-2037,Middle States Commission on Higher Education,2,3,4,2,9,22.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,15190.0,,5811.0,5811.0,2935.0,0.2321,0.2747,,0.2432,,,,0.2747,,11551.316384,12369.654639,4000,3650,266,131,143,275,159,270,0.4567627494,0.5529999999999999,0.447
